Stock Code,Stock Name,Current Value,Change,Percentage Change,Market Cap,Industry,Day High,Day Low,Month High/Low
532974,Aditya Birla Money Ltd.-$,72.98,2.61,3.71,73.83,71.72,,,B  /
532974,Aditya Birla Money Ltd.-$,72.98,2.61,3.71,73.83,71.72,,,B  /
513513,Aditya Ispat Ltd.,8.79,0.14,1.62,8.86,8.79,,,X  /
513513,Aditya Ispat Ltd.,8.79,0.14,1.62,8.86,8.79,,,X  /
521141,Aditya Spinners Ltd.,21.25,0.44,2.11,21.76,20.81,,,XT /
521141,Aditya Spinners Ltd.,21.25,0.44,2.11,21.76,20.81,,,XT /
539056,Adlabs Entertainment Ltd,56.50,-0.14,-0.25,57.49,56.37,,,B  /
539056,Adlabs Entertainment Ltd,56.50,-0.14,-0.25,57.49,56.37,,,B  /
530431,Ador Fontech Ltd.-$,116.05,-1.40,-1.19,119.95,115.50,,,X  /
530431,Ador Fontech Ltd.-$,116.05,-1.40,-1.19,119.95,115.50,,,X  /
523120,Ador Multiproducts Ltd.,35.00,-0.70,-1.96,35.69,35.00,,,XT /
523120,Ador Multiproducts Ltd.,35.00,-0.70,-1.96,35.69,35.00,,,XT /
517041,Ador Welding Ltd.,1175.20,-18.90,-1.58,1201.05,1172.80,,,B  / S&P BSE SmallCap
517041,Ador Welding Ltd.,1175.20,-18.90,-1.58,1201.05,1172.80,,,B  / S&P BSE SmallCap
521048,Advance Lifestyles Ltd.,74.50,-0.40,-0.53,75.25,74.50,,,XT /
521048,Advance Lifestyles Ltd.,74.50,-0.40,-0.53,75.25,74.50,,,XT /
534612,Advance Metering Technology Ltd.,34.78,1.65,4.98,34.78,33.13,,,XT /
534612,Advance Metering Technology Ltd.,34.78,1.65,4.98,34.78,33.13,,,XT /
506947,Advance Petrochemicals Ltd.,146.00,0.00,0.00,146.05,146.00,,,XT /
506947,Advance Petrochemicals Ltd.,146.00,0.00,0.00,146.05,146.00,,,XT /
523269,Advani Hotels & Resorts (india) Ltd.,90.62,1.18,1.32,91.55,89.55,,,B  /
523269,Advani Hotels & Resorts (india) Ltd.,90.62,1.18,1.32,91.55,89.55,,,B  /
531686,Advik Laboratories Ltd.,2.54,0.00,0.00,2.54,2.54,,,XT /
531686,Advik Laboratories Ltd.,2.54,0.00,0.00,2.54,2.54,,,XT /
500003,Aegis Logistics Ltd.,359.35,-9.35,-2.54,373.95,355.50,,,A  / S&P BSE 500
500003,Aegis Logistics Ltd.,359.35,-9.35,-2.54,373.95,355.50,,,A  / S&P BSE 500
531921,Agarwal Industrial Corporation Ltd.,1062.40,14.80,1.41,1090.80,1012.45,,,B  / S&P BSE SmallCap
531921,Agarwal Industrial Corporation Ltd.,1062.40,14.80,1.41,1090.80,1012.45,,,B  / S&P BSE SmallCap
500463,Agc Networks Limited,217.10,-3.15,-1.43,222.85,214.55,,,B  / S&P BSE SmallCap
500463,Agc Networks Limited,217.10,-3.15,-1.43,222.85,214.55,,,B  / S&P BSE SmallCap
539042,Agi Infra Ltd,635.00,19.30,3.13,635.00,602.10,,,X  /
539042,Agi Infra Ltd,635.00,19.30,3.13,635.00,602.10,,,X  /
516020,Agio Paper & Industries Ltd.-$,3.50,0.01,0.29,3.50,3.50,,,X  /
516020,Agio Paper & Industries Ltd.-$,3.50,0.01,0.29,3.50,3.50,,,X  /
533022,20 Microns Ltd.,132.90,6.30,4.98,132.90,132.90,,,T  /
533022,20 Microns Ltd.,132.90,6.30,4.98,132.90,132.90,,,T  /
532628,3i Infotech Ltd.,43.80,3.78,9.45,44.48,40.30,,,B  / S&P BSE SmallCap
532628,3i Infotech Ltd.,43.80,3.78,9.45,44.48,40.30,,,B  / S&P BSE SmallCap
523395,3m India Ltd.,32658.65,229.80,0.71,32686.70,32428.00,,,A  / S&P BSE 200
523395,3m India Ltd.,32658.65,229.80,0.71,32686.70,32428.00,,,A  / S&P BSE 200
512161,8k Miles Software Services Ltd.,40.50,-0.50,-1.22,41.00,40.50,,,B  /
512161,8k Miles Software Services Ltd.,40.50,-0.50,-1.22,41.00,40.50,,,B  /
538351,A.f. Enterprises Ltd,5.75,-0.30,-4.96,6.17,5.75,,,XT /
538351,A.f. Enterprises Ltd,5.75,-0.30,-4.96,6.17,5.75,,,XT /
539300,A.k. Spintex Ltd,120.40,-0.40,-0.33,125.00,120.40,,,X  /
539300,A.k. Spintex Ltd,120.40,-0.40,-0.33,125.00,120.40,,,X  /
530499,A.k.capital Services Ltd.,824.00,-0.10,-0.01,850.85,800.05,,,X  /
533292,A2z Infra Engineering Limited,9.65,-0.19,-1.93,9.75,9.35,,,T  /
530499,A.k.capital Services Ltd.,824.00,-0.10,-0.01,850.85,800.05,,,X  /
533292,A2z Infra Engineering Limited,9.65,-0.19,-1.93,9.75,9.35,,,T  /
530027,Aadi Industries Ltd.,3.28,-0.07,-2.09,3.32,3.21,,,X  /
530027,Aadi Industries Ltd.,3.28,-0.07,-2.09,3.32,3.21,,,X  /
539096,Aananda Lakshmi Spinning Mills Ltd,11.91,-0.61,-4.87,13.00,11.91,,,XT /
539096,Aananda Lakshmi Spinning Mills Ltd,11.91,-0.61,-4.87,13.00,11.91,,,XT /
538812,Aanchal Ispat Ltd,11.10,0.15,1.37,11.40,11.03,,,X  /
538812,Aanchal Ispat Ltd,11.10,0.15,1.37,11.40,11.03,,,X  /
524412,Aarey Drugs & Pharmaceuticals Ltd.,52.75,0.04,0.08,54.50,52.71,,,T  /
524412,Aarey Drugs & Pharmaceuticals Ltd.,52.75,0.04,0.08,54.50,52.71,,,T  /
524348,Aarti Drugs Ltd.,604.00,-7.55,-1.23,612.60,602.00,,,A  / S&P BSE 500
524348,Aarti Drugs Ltd.,604.00,-7.55,-1.23,612.60,602.00,,,A  / S&P BSE 500
524208,Aarti Industries Ltd.,506.90,0.35,0.07,511.00,505.95,,,A  / S&P BSE 500
524208,Aarti Industries Ltd.,506.90,0.35,0.07,511.00,505.95,,,A  / S&P BSE 500
514274,Aarvee Denims & Exports Ltd.,23.81,0.07,0.29,23.98,23.81,,,B  /
514274,Aarvee Denims & Exports Ltd.,23.81,0.07,0.29,23.98,23.81,,,B  /
519319,Aashee Infotech Ltd.,1.43,0.06,4.38,1.43,1.31,,,Z  /
519319,Aashee Infotech Ltd.,1.43,0.06,4.38,1.43,1.31,,,Z  /
512038,Aaswa Trading & Exports Ltd.,52.83,1.03,1.99,52.83,52.83,,,XT /
512038,Aaswa Trading & Exports Ltd.,52.83,1.03,1.99,52.83,52.83,,,XT /
523204,Aban Offshore Ltd.,49.95,1.93,4.02,51.05,48.65,,,B  /
512165,Abans Enterprises Ltd,172.50,-5.00,-2.82,184.95,170.10,,,X  /
523204,Aban Offshore Ltd.,49.95,1.93,4.02,51.05,48.65,,,B  /
512165,Abans Enterprises Ltd,172.50,-5.00,-2.82,184.95,170.10,,,X  /
500002,Abb India Limited,4479.50,38.65,0.87,4486.00,4447.00,,,A  / S&P BSE 200
500488,Abbott India Ltd.,22921.15,123.40,0.54,22954.95,22823.30,,,A  / S&P BSE 200
500002,Abb India Limited,4479.55,38.70,0.87,4486.00,4447.00,,,A  / S&P BSE 200
513119,Abc Gas (international) Ltd.,40.50,1.00,2.53,40.50,40.50,,,XT /
500488,Abbott India Ltd.,22921.15,123.40,0.54,22954.95,22823.30,,,A  / S&P BSE 200
513119,Abc Gas (international) Ltd.,40.50,1.00,2.53,40.50,40.50,,,XT /
520123,Abc India Ltd.-$,96.33,0.00,0.00,96.33,96.30,,,XT /
520123,Abc India Ltd.-$,96.33,0.00,0.00,96.33,96.30,,,XT /
532057,Abhinav Capital Services Ltd.,137.30,-2.70,-1.93,145.00,137.30,,,XT /
538952,Abhinav Leasing & Finance Ltd,2.05,0.02,0.99,2.08,2.05,,,XT /
532057,Abhinav Capital Services Ltd.,137.30,-2.70,-1.93,145.00,137.30,,,XT /
538935,Abhishek Finlease Ltd,31.19,-0.64,-2.01,31.19,31.19,,,XT /
538952,Abhinav Leasing & Finance Ltd,2.05,0.02,0.99,2.08,2.05,,,XT /
511756,Abirami Financial Services (india) Ltd.,23.40,0.71,3.13,23.82,23.40,,,Z  /
538935,Abhishek Finlease Ltd,31.19,-0.64,-2.01,31.19,31.19,,,XT /
511756,Abirami Financial Services (india) Ltd.,23.40,0.71,3.13,23.82,23.40,,,Z  /
531161,Abm Knowledgeware Ltd.,99.50,1.46,1.49,99.88,98.04,,,X  /
500410,Acc Ltd.,2061.00,-22.85,-1.10,2083.00,2061.00,,,A  / S&P BSE 100
531161,Abm Knowledgeware Ltd.,99.50,1.46,1.49,99.88,98.04,,,X  /
500410,Acc Ltd.,2061.00,-22.85,-1.10,2083.00,2061.00,,,A  / S&P BSE 100
532774,Accel Frontline Ltd.,65.70,-1.30,-1.94,67.99,65.67,,,T  /
532774,Accel Frontline Ltd.,65.70,-1.30,-1.94,67.99,65.67,,,T  /
517494,Accel Transmatic Ltd.,23.75,1.13,5.00,23.75,23.75,,,XT /
517494,Accel Transmatic Ltd.,23.75,1.13,5.00,23.75,23.75,,,XT /
532268,Accelya Kale Solutions Limitd,1590.05,-0.25,-0.02,1606.05,1590.05,,,B  / S&P BSE SmallCap
532268,Accelya Kale Solutions Limitd,1590.05,-0.25,-0.02,1606.05,1590.05,,,B  / S&P BSE SmallCap
531525,Ace Software Exports Ltd.-$,19.68,0.93,4.96,19.68,19.68,,,X  /
531525,Ace Software Exports Ltd.-$,19.68,0.93,4.96,19.68,19.68,,,X  /
517356,Aci Infocom Ltd.,1.29,0.06,4.88,1.29,1.17,,,XT /
517356,Aci Infocom Ltd.,1.29,0.06,4.88,1.29,1.17,,,XT /
530043,Acknit Industries Ltd.,237.10,0.00,0.00,237.10,237.10,,,XT /
530043,Acknit Industries Ltd.,237.10,0.00,0.00,237.10,237.10,,,XT /
539391,Acme Resources Ltd,30.00,-0.46,-1.51,31.06,30.00,,,Z  /
539391,Acme Resources Ltd,30.00,-0.46,-1.51,31.06,30.00,,,Z  /
513149,Acrow India Ltd.,886.00,33.60,3.94,890.00,809.90,,,XT /
513149,Acrow India Ltd.,886.00,33.60,3.94,890.00,809.90,,,XT /
524091,Acrysil Ltd.,683.80,-7.45,-1.08,692.65,682.95,,,A  / S&P BSE SmallCap
524091,Acrysil Ltd.,683.80,-7.45,-1.08,692.65,682.95,,,A  / S&P BSE SmallCap
532762,Action Construction Equipment Ltd.,706.10,-11.65,-1.62,720.00,680.05,,,A  / S&P BSE SmallCap
532762,Action Construction Equipment Ltd.,708.00,-9.75,-1.36,720.00,680.05,,,A  / S&P BSE SmallCap
511359,Ad-manum Finance Ltd.,47.99,1.14,2.43,47.99,47.98,,,X  /
511359,Ad-manum Finance Ltd.,47.99,1.14,2.43,47.99,47.98,,,X  /
512599,Adani Enterprises Ltd.,2480.00,-14.90,-0.60,2497.10,2470.75,,,A  / S&P BSE 100
512599,Adani Enterprises Ltd.,2480.00,-14.90,-0.60,2497.10,2470.75,,,A  / S&P BSE 100
532921,Adani Ports And Special Economic Zone Ltd.,801.60,-3.15,-0.39,808.55,800.55,,,A  / S&P BSE 100
532921,Adani Ports And Special Economic Zone Ltd.,801.60,-3.15,-0.39,808.55,800.55,,,A  / S&P BSE 100
533096,Adani Power Ltd.,341.35,-0.85,-0.25,345.05,339.20,,,A  / S&P BSE 100
533096,Adani Power Ltd.,341.35,-0.85,-0.25,345.05,339.20,,,A  / S&P BSE 100
539254,Adani Transmission Ltd,810.15,-3.25,-0.40,817.75,807.15,,,A  / S&P BSE 200
539254,Adani Transmission Ltd,810.15,-3.25,-0.40,817.75,807.15,,,A  / S&P BSE 200
526711,Adarsh Plant Protect Ltd.,27.52,-1.44,-4.97,27.52,27.52,,,XT /
523411,Adc India Communications Limited-$,707.05,-5.50,-0.77,710.05,707.05,,,X  /
526711,Adarsh Plant Protect Ltd.,27.52,-1.44,-4.97,27.52,27.52,,,XT /
523411,Adc India Communications Limited-$,707.05,-5.50,-0.77,710.05,707.05,,,X  /
538734,Adcc Infocad Ltd,238.00,3.25,1.38,244.00,235.00,,,XT /
507852,Addi Industries Ltd.-$,40.90,0.35,0.86,40.90,38.70,,,X  /
538734,Adcc Infocad Ltd,238.00,3.25,1.38,244.00,235.00,,,XT /
507852,Addi Industries Ltd.-$,40.90,0.35,0.86,40.90,38.70,,,X  /
519183,Adf Foods Ltd.-$,1158.00,19.70,1.73,1176.20,1140.05,,,B  / S&P BSE SmallCap
519183,Adf Foods Ltd.-$,1158.00,19.70,1.73,1176.20,1140.05,,,B  / S&P BSE SmallCap
538365,Adhunik Industries Ltd,29.34,0.22,0.76,29.60,28.55,,,B  /
538365,Adhunik Industries Ltd,29.34,0.22,0.76,29.60,28.55,,,B  /
530117,Adi Finechem Ltd.,1223.75,-5.55,-0.45,1229.95,1212.25,,,A  / S&P BSE 500
530117,Adi Finechem Ltd.,1223.75,-5.55,-0.45,1229.95,1212.25,,,A  / S&P BSE 500
531592,Adi Rasayan Ltd.,4.08,-0.04,-0.97,4.19,3.57,,,X  /
531592,Adi Rasayan Ltd.,4.07,-0.05,-1.21,4.19,3.57,,,X  /
532056,Adinath Exim Resources Ltd.,17.00,-0.45,-2.58,17.22,17.00,,,XT /
532056,Adinath Exim Resources Ltd.,17.00,-0.45,-2.58,17.22,17.00,,,XT /
514113,Adinath Textiles Ltd.,26.60,0.41,1.57,26.60,25.51,,,XT /
514113,Adinath Textiles Ltd.,26.60,0.41,1.57,26.60,25.51,,,XT /
535755,Aditya Birla Fashion And Retail Ltd,231.60,0.45,0.19,235.00,230.00,,,A  / S&P BSE 200
535755,Aditya Birla Fashion And Retail Ltd,231.60,0.45,0.19,235.00,230.00,,,A  / S&P BSE 200
532974,Aditya Birla Money Ltd.-$,71.15,-0.82,-1.14,73.00,71.00,,,B  /
532974,Aditya Birla Money Ltd.-$,71.15,-0.82,-1.14,73.00,71.00,,,B  /
513513,Aditya Ispat Ltd.,9.00,0.25,2.86,9.00,8.77,,,X  /
513513,Aditya Ispat Ltd.,9.00,0.25,2.86,9.00,8.77,,,X  /
521141,Aditya Spinners Ltd.,21.50,0.01,0.05,21.50,21.50,,,XT /
539056,Adlabs Entertainment Ltd,59.47,-1.15,-1.90,61.50,59.40,,,B  /
521141,Aditya Spinners Ltd.,21.50,0.01,0.05,21.50,21.50,,,XT /
539056,Adlabs Entertainment Ltd,59.47,-1.15,-1.90,61.50,59.40,,,B  /
530431,Ador Fontech Ltd.-$,113.50,-0.80,-0.70,114.30,113.45,,,X  /
530431,Ador Fontech Ltd.-$,113.50,-0.80,-0.70,114.30,113.45,,,X  /
523120,Ador Multiproducts Ltd.,34.30,-0.70,-2.00,35.49,34.30,,,XT /
523120,Ador Multiproducts Ltd.,34.30,-0.70,-2.00,35.49,34.30,,,XT /
517041,Ador Welding Ltd.,1155.40,-23.15,-1.96,1176.55,1152.75,,,B  / S&P BSE SmallCap
517041,Ador Welding Ltd.,1155.40,-23.15,-1.96,1176.55,1152.75,,,B  / S&P BSE SmallCap
521048,Advance Lifestyles Ltd.,78.22,3.72,4.99,78.22,78.22,,,XT /
521048,Advance Lifestyles Ltd.,78.22,3.72,4.99,78.22,78.22,,,XT /
534612,Advance Metering Technology Ltd.,36.35,0.89,2.51,36.85,34.30,,,XT /
506947,Advance Petrochemicals Ltd.,146.00,0.00,0.00,146.05,146.00,,,XT /
523269,Advani Hotels & Resorts (india) Ltd.,92.40,0.42,0.46,92.75,91.00,,,B  /
531686,Advik Laboratories Ltd.,2.54,0.00,0.00,2.54,2.54,,,XT /
500003,Aegis Logistics Ltd.,358.80,0.50,0.14,362.00,358.05,,,A  / S&P BSE 500
531921,Agarwal Industrial Corporation Ltd.,1038.95,10.40,1.01,1054.45,1024.85,,,B  / S&P BSE SmallCap
500463,Agc Networks Limited,218.50,-1.25,-0.57,222.90,218.40,,,B  / S&P BSE SmallCap
539042,Agi Infra Ltd,636.10,0.05,0.01,650.00,636.10,,,X  /
516020,Agio Paper & Industries Ltd.-$,3.67,0.17,4.86,3.67,3.50,,,X  /
537292,Agri- Tech (india) Ltd,204.75,4.00,1.99,204.75,204.00,,,T  /
500215,Agro Tech Foods Ltd.,885.00,0.30,0.03,885.05,885.00,,,B  / S&P BSE SmallCap
532811,Ahluwalia Contracts (india) Ltd.,720.45,-4.25,-0.59,725.65,718.55,,,B  / S&P BSE SmallCap
534612,Advance Metering Technology Ltd.,36.35,0.89,2.51,36.85,34.30,,,XT /
522273,Ahmedabad Steelcraft Ltd.,26.68,1.27,5.00,26.68,26.68,,,X  /
506947,Advance Petrochemicals Ltd.,146.00,0.00,0.00,146.05,146.00,,,XT /
532806,Ai Champdany Industries Ltd.,39.35,0.10,0.25,39.45,39.35,,,XT /
532683,Aia Engineering Ltd.,3650.00,-31.70,-0.86,3694.40,3619.30,,,A  / S&P BSE 500
523269,Advani Hotels & Resorts (india) Ltd.,92.40,0.42,0.46,92.75,91.00,,,B  /
531686,Advik Laboratories Ltd.,2.54,0.00,0.00,2.54,2.54,,,XT /
524288,Aimco Pesticides Ltd.,116.00,1.05,0.91,117.25,116.00,,,X  /
500003,Aegis Logistics Ltd.,358.80,0.50,0.14,362.00,358.05,,,A  / S&P BSE 500
532975,Aishwarya Telecom Ltd.,6.58,0.00,0.00,6.58,6.58,,,Z  /
531921,Agarwal Industrial Corporation Ltd.,1038.95,10.40,1.01,1054.45,1024.85,,,B  / S&P BSE SmallCap
500463,Agc Networks Limited,218.50,-1.25,-0.57,222.90,218.40,,,B  / S&P BSE SmallCap
539042,Agi Infra Ltd,636.10,0.05,0.01,650.00,636.10,,,X  /
516020,Agio Paper & Industries Ltd.-$,3.67,0.17,4.86,3.67,3.50,,,X  /
532331,Ajanta Pharma Ltd.,1738.00,28.55,1.67,1738.00,1712.95,,,A  / S&P BSE 500
519216,Ajanta Soya Ltd.,26.97,-0.05,-0.19,27.35,26.65,,,X  /
537292,Agri- Tech (india) Ltd,204.75,4.00,1.99,204.75,204.00,,,T  /
511692,Ajcon Global Services Ltd.,28.52,0.01,0.04,29.93,28.50,,,XT /
500215,Agro Tech Foods Ltd.,885.00,0.30,0.03,885.05,885.00,,,B  / S&P BSE SmallCap
532811,Ahluwalia Contracts (india) Ltd.,720.45,-4.25,-0.59,725.65,718.55,,,B  / S&P BSE SmallCap
522273,Ahmedabad Steelcraft Ltd.,26.68,1.27,5.00,26.68,26.68,,,X  /
530713,Ajel Ltd.,18.54,-0.37,-1.96,18.54,18.54,,,Z  /
532806,Ai Champdany Industries Ltd.,39.35,0.10,0.25,39.45,39.35,,,XT /
532683,Aia Engineering Ltd.,3650.00,-31.70,-0.86,3694.40,3619.30,,,A  / S&P BSE 500
513349,Ajmera Realty & Infra India Ltd.,375.65,-6.85,-1.79,379.05,371.20,,,B  / S&P BSE SmallCap
524288,Aimco Pesticides Ltd.,116.00,1.05,0.91,117.25,116.00,,,X  /
532975,Aishwarya Telecom Ltd.,6.58,0.00,0.00,6.58,6.58,,,Z  /
532331,Ajanta Pharma Ltd.,1738.00,28.55,1.67,1738.00,1712.95,,,A  / S&P BSE 500
519216,Ajanta Soya Ltd.,26.97,-0.05,-0.19,27.35,26.65,,,X  /
511692,Ajcon Global Services Ltd.,28.52,0.01,0.04,29.93,28.50,,,XT /
530713,Ajel Ltd.,18.54,-0.37,-1.96,18.54,18.54,,,Z  /
513349,Ajmera Realty & Infra India Ltd.,375.65,-6.85,-1.79,379.05,371.20,,,B  / S&P BSE SmallCap
530621,Akar Tools Ltd.,86.50,-1.09,-1.24,89.00,86.45,,,XT /
530621,Akar Tools Ltd.,86.50,-1.09,-1.24,89.00,86.45,,,XT /
538778,Akashdeep Metal Industries Ltd,19.30,-0.34,-1.73,20.00,19.30,,,X  /
538778,Akashdeep Metal Industries Ltd,19.30,-0.34,-1.73,20.00,19.30,,,X  /
539017,Akme Star Housing Finance Ltd,60.00,-0.12,-0.20,60.84,60.00,,,X  /
539017,Akme Star Housing Finance Ltd,60.00,-0.12,-0.20,60.84,60.00,,,X  /
532351,Aksh Optifibre Ltd.,12.00,0.14,1.18,12.19,11.64,,,B  /
532351,Aksh Optifibre Ltd.,12.00,0.14,1.18,12.19,11.64,,,B  /
524598,Aksharchem (india) Ltd.-$,278.10,1.05,0.38,278.10,278.10,,,B  /
524598,Aksharchem (india) Ltd.-$,278.10,1.05,0.38,278.10,278.10,,,B  /
500710,Akzo Nobel India Limited,2733.35,-1.40,-0.05,2745.85,2727.75,,,A  / S&P BSE 500
500710,Akzo Nobel India Limited,2733.35,-1.40,-0.05,2745.85,2727.75,,,A  / S&P BSE 500
535916,Alacrity Securities Ltd,12.60,-2.80,-18.18,15.70,12.60,,,M  /
535916,Alacrity Securities Ltd,12.60,-2.80,-18.18,15.70,12.60,,,M  /
539115,Alan Scott Industries Ltd,53.37,1.04,1.99,53.37,53.37,,,XT /
539115,Alan Scott Industries Ltd,53.37,1.04,1.99,53.37,53.37,,,XT /
531082,Alankit Ltd,10.39,0.10,0.97,10.39,10.30,,,B  /
531082,Alankit Ltd,10.39,0.10,0.97,10.39,10.30,,,B  /
524075,Albert David Ltd.-$,799.90,0.45,0.06,802.75,795.25,,,B  /
524075,Albert David Ltd.-$,799.90,0.45,0.06,802.75,795.25,,,B  /
531409,Alchemist Corporation Ltd.,14.42,-0.30,-2.04,15.00,13.99,,,X  /
531409,Alchemist Corporation Ltd.,14.42,-0.30,-2.04,15.00,13.99,,,X  /
506235,Alembic Ltd.,83.67,-0.99,-1.17,85.34,83.67,,,B  / S&P BSE SmallCap
506235,Alembic Ltd.,83.67,-0.99,-1.17,85.34,83.67,,,B  / S&P BSE SmallCap
